user_name,bank_name,bank_type,platform,timestamp,text,category,sentiment_score,sentiment,likes,retweets,user_followers,is_reply,in_reply_to_bank_response,response_time_minutes,location
Anjali,PNB,Public,Twitter,2024-09-13T20:00:55,PNB app crashed while transferring funds,failure,0.077,neutral,13,1,17846,TRUE,FALSE,,"Bengaluru, India"
Amit,PNB,Public,Twitter,2025-04-07T18:35:51,Someone tried to scam me pretending to be PNB customer care,fraud,0.277,positive,1,0,12950,TRUE,FALSE,,"Kolkata, India"
Krishna,Bank of Baroda,Public,Twitter,2025-04-04T20:35:55,Bank of Baroda app shows error during checkout #Cashback,failure,-0.378,negative,4,0,8443,FALSE,FALSE,,
Karan,HDFC Bank,Private,Twitter,2024-10-01T22:22:21,Transaction failed on HDFC Bank UPI — money debited but not credited,failure,-1,negative,0,0,11256,FALSE,FALSE,,"Pune, India"
Deepak,SBI,Public,Twitter,2024-08-15T03:47:02,SBI app shows error during checkout,failure,-0.073,neutral,1,0,14641,FALSE,FALSE,,"Bengaluru, India"
Radhika,PNB,Public,Twitter,2024-12-02T17:46:31,PNB payment completed instantly — smooth!,speed,-0.139,negative,11,4,10805,FALSE,FALSE,,"Chennai, India"
Meera,ICICI Bank,Private,Twitter,2025-08-22T02:51:17,ICICI Bank's new promo is tempting — good job #BankDown,promotion,0.79,positive,4,2,16763,FALSE,FALSE,,"Chennai, India"
Rahul,ICICI Bank,Private,Twitter,2024-09-01T07:29:48,Can't complete payment on ICICI Bank. UPI timeout happened,failure,-0.044,neutral,1,0,12443,FALSE,FALSE,,"Kolkata, India"
Keerthi,HDFC Bank,Private,Twitter,2025-09-18T12:11:57,HDFC Bank app crashed while transferring funds,failure,0.119,positive,0,0,14077,FALSE,TRUE,6,"Kolkata, India"
Anjali,PNB,Public,Twitter,2025-10-02T11:01:28,Chatbot couldn't help me — PNB needs better support,service,0.634,positive,6,1,11370,FALSE,FALSE,,"Kolkata, India"
Aditi,PNB,Public,Twitter,2025-07-15T16:42:09,PNB offered helpful service at the branch and online,service,-0.669,negative,4,1,10859,FALSE,FALSE,,"Kolkata, India"
Priya,SBI,Public,Twitter,2025-02-27T06:56:27,SBI app showing unknown beneficiary - possible fraud #UPI,fraud,-0.541,negative,1,0,15003,FALSE,FALSE,,"Bengaluru, India"
Sowmya,PNB,Public,Twitter,2025-09-30T12:30:54,Great rewards from PNB on UPI payments,promotion,0.859,positive,2,0,12242,FALSE,FALSE,,"Mumbai, India"
Kavya,Axis Bank,Private,Twitter,2025-08-25T22:58:29,Loving the cashback offer on Axis Bank app today!,promotion,0.185,positive,0,0,1893,FALSE,FALSE,,"Bengaluru, India"
Suresh,HDFC Bank,Private,Twitter,2024-07-16T03:21:56,HDFC Bank app shows error during checkout,failure,-0.116,negative,1,3,13957,FALSE,TRUE,41,"Pune, India"
Pooja,ICICI Bank,Private,Twitter,2025-01-01T18:44:27,Reached out to ICICI Bank support on Twitter but no reply,service,-0.675,negative,4,1,7654,FALSE,TRUE,196,"Bengaluru, India"
Suresh,SBI,Public,Twitter,2024-10-26T04:23:27,Why is SBI taking so long to process UPI?,speed,-0.717,negative,1,0,15937,FALSE,FALSE,,"Pune, India"
Anjali,SBI,Public,Twitter,2025-03-06T20:04:51,Can't complete payment on SBI. UPI timeout happened,failure,0.212,positive,1,2,9225,TRUE,FALSE,,"Delhi, India"
Mahesh,Bank of Baroda,Public,Twitter,2024-05-25T16:38:09,Chatbot couldn't help me — Bank of Baroda needs better support,service,-0.884,negative,3,0,1478,FALSE,FALSE,,"Pune, India"
Ishaan,PNB,Public,Twitter,2024-12-17T13:20:56,PNB app shows error during checkout #fraudAlert,failure,0.504,positive,2,2,19228,TRUE,TRUE,120,"Chennai, India"
Nisha,HDFC Bank,Private,Twitter,2024-07-18T10:40:52,HDFC Bank transactions are slower during peak hours,speed,-0.289,negative,1,1,3096,FALSE,TRUE,6,"Pune, India"
Amit,SBI,Public,Twitter,2025-07-08T07:43:54,Alert: fraudulent transaction noticed on my SBI account,fraud,0.016,neutral,5,1,14906,FALSE,FALSE,,
Anjali,HDFC Bank,Private,Twitter,2024-08-10T18:36:57,Reached out to HDFC Bank support on Twitter but no reply,service,-0.031,neutral,3,1,3596,TRUE,TRUE,4,"Bengaluru, India"
Riya,Axis Bank,Private,Twitter,2025-07-25T07:15:43,Alert: fraudulent transaction noticed on my Axis Bank account,fraud,-0.315,negative,1,3,2123,TRUE,TRUE,4,"Hyderabad, India"
Meera,PNB,Public,Twitter,2024-10-13T03:43:12,PNB payment completed instantly — smooth!,speed,-0.805,negative,2,0,2775,TRUE,FALSE,,"Delhi, India"
Vivaan,Bank of Baroda,Public,Twitter,2024-10-11T10:43:46,"Bank of Baroda promo gave instant discount, impressive",promotion,0.27,positive,1,1,19909,FALSE,FALSE,,
Aditi,SBI,Public,Twitter,2025-02-06T12:23:54,Alert: fraudulent transaction noticed on my SBI account #DigitalBanking,fraud,-0.33,negative,1,1,9374,FALSE,FALSE,,"Pune, India"
Suresh,Bank of Baroda,Public,Twitter,2024-10-11T07:15:49,SBI/Banks: Bank of Baroda seems inconsistent with speed,speed,-0.598,negative,2,0,2820,FALSE,FALSE,,"Chennai, India"
Keerthi,Axis Bank,Private,Twitter,2025-03-16T22:43:50,Long IVR wait time for Axis Bank. Very annoying #fraudAlert (Axis Mobile),service,0.164,positive,3,0,4905,FALSE,FALSE,,
Kavya,Axis Bank,Private,Twitter,2025-05-17T12:58:45,Axis Bank offered helpful service at the branch and online,service,-0.41,negative,1,2,12789,FALSE,FALSE,,"Bengaluru, India"
Vivaan,HDFC Bank,Private,Twitter,2025-06-15T03:07:12,Great rewards from HDFC Bank on UPI payments,promotion,0.889,positive,2,0,17101,TRUE,FALSE,,"Chennai, India"
Priya,Bank of Baroda,Public,Twitter,2024-06-22T03:20:26,Possible phishing attempt related to Bank of Baroda detected,fraud,-1,negative,0,0,13500,FALSE,TRUE,51,"Hyderabad, India"
Harini,Bank of Baroda,Public,Twitter,2025-03-25T09:03:11,Loving the cashback offer on Bank of Baroda app today!,promotion,1,positive,2,2,8330,TRUE,TRUE,30,"Pune, India"
Anjali,Bank of Baroda,Public,Twitter,2025-07-17T21:04:11,Bank of Baroda app crashed while transferring funds,failure,0.028,neutral,2,0,11473,FALSE,FALSE,,"Kolkata, India"
Pooja,PNB,Public,Twitter,2025-09-16T02:16:03,Can't complete payment on PNB. UPI timeout happened,failure,-0.488,negative,2,2,18289,TRUE,FALSE,,"Bengaluru, India"
Ananya,SBI,Public,Twitter,2025-02-09T00:31:01,SBI app crashed while transferring funds,failure,-0.435,negative,3,0,14343,TRUE,FALSE,,"Bengaluru, India"
Ishaan,SBI,Public,Twitter,2025-04-18T02:49:55,SBI customer service resolved my issue quickly #Cashback,service,-0.446,negative,0,0,368,TRUE,FALSE,,"Mumbai, India"
Sneha,SBI,Public,Twitter,2024-08-22T18:27:21,SBI/Banks: SBI seems inconsistent with speed,speed,-0.589,negative,0,0,7853,FALSE,TRUE,160,"Chennai, India"
Shreya,ICICI Bank,Private,Twitter,2024-11-20T08:33:42,Got a suspicious message claiming to be from ICICI Bank about OTP,fraud,0.564,positive,1,1,10868,FALSE,TRUE,173,"Kolkata, India"
Vihaan,ICICI Bank,Private,Twitter,2024-05-28T16:51:01,ICICI Bank's new promo is tempting — good job,promotion,0.186,positive,3,1,13726,FALSE,TRUE,30,
Ananya,PNB,Public,Twitter,2025-06-30T18:03:48,Can't complete payment on PNB. UPI timeout happened #fraudAlert,failure,-0.357,negative,0,0,1864,FALSE,FALSE,,"Mumbai, India"
Priya,Bank of Baroda,Public,Twitter,2025-02-04T20:24:05,Bank of Baroda customer service resolved my issue quickly,service,-0.41,negative,1,1,12547,TRUE,FALSE,,"Kolkata, India"
Mahesh,SBI,Public,Twitter,2025-02-10T14:50:29,SBI app crashed while transferring funds #BankDown,failure,-0.377,negative,1,1,8234,FALSE,TRUE,241,"Pune, India"
Ananya,Axis Bank,Private,Twitter,2025-07-06T10:47:42,"UPI failed on Axis Bank, very frustrating",failure,-0.718,negative,2,3,16712,TRUE,FALSE,,"Pune, India"
Radhika,Axis Bank,Private,Twitter,2025-01-19T05:54:59,"UPI failed on Axis Bank, very frustrating",failure,-0.085,neutral,1,2,10767,FALSE,TRUE,27,"Bengaluru, India"
Siddharth,SBI,Public,Twitter,2025-03-14T23:35:07,Reached out to SBI support on Twitter but no reply,service,-0.031,neutral,2,0,18296,FALSE,FALSE,,"Mumbai, India"
Aarav,PNB,Public,Twitter,2024-07-21T19:04:34,"UPI failed on PNB, very frustrating",failure,-0.693,negative,1,0,7062,FALSE,FALSE,,"Mumbai, India"
Diya,HDFC Bank,Private,Twitter,2025-05-19T02:52:43,Loving the cashback offer on HDFC Bank app today!,promotion,0.077,neutral,1,0,15481,FALSE,TRUE,30,"Hyderabad, India"
Aarav,SBI,Public,Twitter,2025-06-16T10:22:39,Delay in transaction confirmation on SBI,speed,0.396,positive,2,1,2773,FALSE,FALSE,,"Pune, India"
Ishita,Axis Bank,Private,Twitter,2025-09-21T23:58:09,Axis Bank's new promo is tempting — good job,promotion,0.758,positive,0,0,895,FALSE,TRUE,45,"Delhi, India"
Anjali,SBI,Public,Twitter,2025-02-25T23:26:28,SBI app shows error during checkout,failure,-0.097,neutral,1,2,6903,FALSE,FALSE,,"Kolkata, India"
Siddharth,ICICI Bank,Private,Twitter,2025-01-04T10:48:38,Possible phishing attempt related to ICICI Bank detected,fraud,-0.447,negative,1,1,65,FALSE,TRUE,56,"Hyderabad, India"
Sai,Axis Bank,Private,Twitter,2024-11-21T13:55:52,Axis Bank transactions are slower during peak hours #banking,speed,-0.372,negative,4,1,5612,FALSE,TRUE,36,"Kolkata, India"
Rahul,HDFC Bank,Private,Twitter,2025-01-03T07:58:41,Long IVR wait time for HDFC Bank. Very annoying,service,-0.607,negative,2,1,19826,FALSE,TRUE,33,
Amit,Axis Bank,Private,Twitter,2025-04-03T20:25:37,Axis Bank payment completed instantly — smooth!,speed,-0.429,negative,4,1,8544,FALSE,FALSE,,"Delhi, India"
Suresh,PNB,Public,Twitter,2024-09-19T12:28:52,PNB app crashed while transferring funds,failure,-0.9,negative,2,1,9562,FALSE,FALSE,,"Kolkata, India"
Saanvi,Axis Bank,Private,Twitter,2024-08-19T20:53:45,Axis Bank app crashed while transferring funds,failure,-0.096,neutral,1,0,16126,FALSE,FALSE,,"Hyderabad, India"
Riya,HDFC Bank,Private,Twitter,2025-01-29T19:35:52,Possible phishing attempt related to HDFC Bank detected,fraud,0.439,positive,6,1,612,FALSE,TRUE,81,"Delhi, India"
Rahul,HDFC Bank,Private,Twitter,2025-04-17T13:33:15,HDFC Bank app crashed while transferring funds,failure,-0.667,negative,1,2,15952,FALSE,FALSE,,"Mumbai, India"
Sai,SBI,Public,Twitter,2024-06-24T08:45:01,SBI app crashed while transferring funds,failure,-0.749,negative,2,2,16750,FALSE,FALSE,,"Mumbai, India"
Ananya,ICICI Bank,Private,Twitter,2025-09-01T00:33:31,ICICI Bank payment completed instantly — smooth!,speed,-0.66,negative,0,0,14188,FALSE,FALSE,,"Pune, India"
Diya,Axis Bank,Private,Twitter,2024-08-30T05:20:09,Possible phishing attempt related to Axis Bank detected #Cashback,fraud,-0.396,negative,2,2,13718,FALSE,TRUE,73,"Pune, India"
Aarav,Bank of Baroda,Public,Twitter,2025-09-12T04:38:48,Loving the cashback offer on Bank of Baroda app today!,promotion,1,positive,7,1,5062,FALSE,FALSE,,"Mumbai, India"
Aditi,PNB,Public,Twitter,2025-07-08T16:52:48,Reached out to PNB support on Twitter but no reply,service,-0.477,negative,3,1,6668,FALSE,FALSE,,
Anjali,PNB,Public,Twitter,2024-10-01T22:16:49,PNB customer service resolved my issue quickly,service,-0.259,negative,1,1,7324,FALSE,FALSE,,"Delhi, India"
Kavya,Axis Bank,Private,Twitter,2025-02-03T14:49:28,Why is Axis Bank taking so long to process UPI?,speed,0.024,neutral,7,0,2780,FALSE,FALSE,,
Krishna,Axis Bank,Private,Twitter,2024-12-24T21:14:05,Why is Axis Bank taking so long to process UPI? #BankDown,speed,-0.582,negative,2,2,13761,FALSE,TRUE,91,"Mumbai, India"
Deepak,ICICI Bank,Private,Twitter,2025-03-19T00:34:03,SBI/Banks: ICICI Bank seems inconsistent with speed,speed,-0.006,neutral,3,1,5305,FALSE,TRUE,115,"Hyderabad, India"
Ananya,ICICI Bank,Private,Twitter,2024-06-11T00:46:07,ICICI Bank app crashed while transferring funds,failure,-0.502,negative,3,0,4278,FALSE,FALSE,,"Delhi, India"
Keerthi,Axis Bank,Private,Twitter,2025-01-31T13:24:50,Why is Axis Bank taking so long to process UPI? #banking,speed,-1,negative,1,2,8022,FALSE,FALSE,,
Siddharth,SBI,Public,Twitter,2025-10-14T06:37:07,SBI/Banks: SBI seems inconsistent with speed,speed,-1,negative,2,1,19558,FALSE,TRUE,260,"Kolkata, India"
Arjun,Bank of Baroda,Public,Twitter,2024-06-14T08:13:24,Great rewards from Bank of Baroda on UPI payments,promotion,0.724,positive,5,1,14489,FALSE,FALSE,,"Delhi, India"
Radhika,ICICI Bank,Private,Twitter,2024-09-16T14:45:55,ICICI Bank transactions are slower during peak hours,speed,-0.624,negative,3,1,3525,FALSE,TRUE,16,"Chennai, India"
Amit,PNB,Public,Twitter,2025-01-22T08:49:39,"UPI failed on PNB, very frustrating",failure,-0.494,negative,0,0,10191,FALSE,TRUE,228,"Mumbai, India"
Arjun,PNB,Public,Twitter,2024-05-25T02:25:22,PNB app crashed while transferring funds,failure,0.369,positive,4,0,13210,FALSE,FALSE,,"Hyderabad, India"
Keerthi,HDFC Bank,Private,Twitter,2025-01-24T15:52:20,Loving the cashback offer on HDFC Bank app today! #fraudAlert,promotion,0.391,positive,3,0,10689,FALSE,FALSE,,
Rohit,SBI,Public,Twitter,2025-03-04T03:31:40,Long IVR wait time for SBI. Very annoying,service,-0.795,negative,1,0,4618,FALSE,TRUE,408,
Riya,HDFC Bank,Private,Twitter,2025-10-09T23:20:29,Can't complete payment on HDFC Bank. UPI timeout happened,failure,-0.421,negative,1,0,19485,FALSE,FALSE,,"Delhi, India"
Keerthi,PNB,Public,Twitter,2025-06-23T15:25:35,Delay in transaction confirmation on PNB,speed,-0.596,negative,2,1,5748,TRUE,FALSE,,"Kolkata, India"
Ananya,SBI,Public,Twitter,2025-01-06T23:33:39,Long IVR wait time for SBI. Very annoying #Cashback,service,-0.565,negative,1,2,12190,FALSE,TRUE,375,"Hyderabad, India"
Sneha,ICICI Bank,Private,Twitter,2025-05-20T13:07:17,ICICI Bank app shows error during checkout #fraudAlert,failure,-0.081,neutral,5,1,7823,FALSE,FALSE,,"Delhi, India"
Sowmya,SBI,Public,Twitter,2025-01-25T14:14:40,SBI customer service resolved my issue quickly #UPI,service,-0.585,negative,1,0,7884,FALSE,FALSE,,"Pune, India"
Aditya,SBI,Public,Twitter,2025-09-28T20:42:52,SBI app crashed while transferring funds,failure,-0.235,negative,0,0,7094,TRUE,FALSE,,"Bengaluru, India"
Lakshmi,ICICI Bank,Private,Twitter,2024-06-06T09:05:57,ICICI Bank app shows error during checkout,failure,-1,negative,0,0,3016,FALSE,FALSE,,"Delhi, India"
Harini,HDFC Bank,Private,Twitter,2025-08-03T06:52:24,Long IVR wait time for HDFC Bank. Very annoying,service,-0.745,negative,2,0,17207,TRUE,FALSE,,
Anjali,PNB,Public,Twitter,2025-02-16T02:48:09,PNB app shows error during checkout #banking,failure,-0.156,negative,4,0,4957,FALSE,TRUE,378,"Bengaluru, India"
Vikram,Axis Bank,Private,Twitter,2025-01-25T02:42:33,SBI/Banks: Axis Bank seems inconsistent with speed,speed,-0.059,neutral,1,0,5222,TRUE,FALSE,,"Delhi, India"
Mahesh,PNB,Public,Twitter,2025-03-14T20:53:19,"UPI failed on PNB, very frustrating",failure,-0.532,negative,3,0,18775,FALSE,FALSE,,"Bengaluru, India"
Pooja,PNB,Public,Twitter,2025-08-04T22:16:07,Loving the cashback offer on PNB app today!,promotion,0.247,positive,2,1,10966,FALSE,FALSE,,"Delhi, India"
Divya,ICICI Bank,Private,Twitter,2024-08-08T23:43:18,Got a suspicious message claiming to be from ICICI Bank about OTP,fraud,0.13,positive,1,0,16262,FALSE,TRUE,54,"Chennai, India"
Sowmya,HDFC Bank,Private,Twitter,2025-10-05T10:30:58,"UPI failed on HDFC Bank, very frustrating (HDFC app)",failure,-0.143,negative,4,1,18749,FALSE,FALSE,,"Kolkata, India"
Anjali,ICICI Bank,Private,Twitter,2024-10-28T04:48:59,SBI/Banks: ICICI Bank seems inconsistent with speed,speed,-0.068,neutral,0,0,9920,TRUE,TRUE,53,"Kolkata, India"
Manish,SBI,Public,Twitter,2024-08-29T01:19:59,SBI offered helpful service at the branch and online,service,-1,negative,3,5,10672,FALSE,TRUE,102,"Pune, India"
Anjali,HDFC Bank,Private,Twitter,2024-11-19T01:10:02,"UPI failed on HDFC Bank, very frustrating",failure,-0.547,negative,2,5,10942,FALSE,TRUE,50,
Vivaan,HDFC Bank,Private,Twitter,2025-02-12T22:18:35,HDFC Bank app crashed while transferring funds,failure,-0.294,negative,1,1,10595,TRUE,TRUE,80,"Delhi, India"
Rahul,ICICI Bank,Private,Twitter,2025-02-02T16:07:14,Got a suspicious message claiming to be from ICICI Bank about OTP,fraud,-0.118,negative,1,3,1491,FALSE,FALSE,,
Rohit,ICICI Bank,Private,Twitter,2024-12-06T17:25:42,ICICI Bank transactions are slower during peak hours,speed,0.081,neutral,1,1,17789,FALSE,FALSE,,"Kolkata, India"
Aditya,Axis Bank,Private,Twitter,2025-10-10T04:21:03,"UPI failed on Axis Bank, very frustrating",failure,-0.062,neutral,1,0,575,FALSE,TRUE,2,"Delhi, India"
Aditi,ICICI Bank,Private,Twitter,2025-09-20T20:51:06,ICICI Bank app shows error during checkout,failure,0.08,neutral,2,0,18873,FALSE,FALSE,,
Aditya,Bank of Baroda,Public,Twitter,2025-05-03T03:05:36,"UPI failed on Bank of Baroda, very frustrating #banking",failure,-0.39,negative,1,1,17217,TRUE,FALSE,,"Hyderabad, India"
Sowmya,ICICI Bank,Private,Twitter,2025-06-05T01:34:53,Loving the cashback offer on ICICI Bank app today!,promotion,0.181,positive,1,0,10189,FALSE,FALSE,,"Pune, India"
Suresh,ICICI Bank,Private,Twitter,2025-01-26T01:27:06,ICICI Bank transactions are slower during peak hours #BankDown,speed,-0.255,negative,3,1,19567,FALSE,FALSE,,"Kolkata, India"
Anjali,SBI,Public,Twitter,2024-07-03T12:38:28,SBI customer service resolved my issue quickly #BankDown,service,-0.645,negative,2,1,7196,FALSE,TRUE,88,"Kolkata, India"
Pooja,PNB,Public,Twitter,2024-06-12T19:07:15,"UPI failed on PNB, very frustrating",failure,-0.726,negative,1,0,2796,FALSE,FALSE,,"Kolkata, India"
Sowmya,SBI,Public,Twitter,2024-07-08T19:38:30,Long IVR wait time for SBI. Very annoying #fraudAlert,service,-0.426,negative,1,1,18174,FALSE,FALSE,,"Bengaluru, India"
Deepak,SBI,Public,Twitter,2024-09-07T20:29:12,"SBI promo gave instant discount, impressive",promotion,0.245,positive,2,0,16799,FALSE,TRUE,168,"Chennai, India"
Nisha,ICICI Bank,Private,Twitter,2025-05-29T00:35:22,Someone tried to scam me pretending to be ICICI Bank customer care #UPI,fraud,0.008,neutral,2,1,10639,FALSE,TRUE,45,"Chennai, India"
Manish,SBI,Public,Twitter,2024-07-22T21:21:09,SBI app crashed while transferring funds #banking,failure,-0.9,negative,6,1,7206,FALSE,TRUE,19,"Kolkata, India"
Rohit,Bank of Baroda,Public,Twitter,2024-11-10T08:55:33,Claimed an offer from Bank of Baroda and it worked seamlessly #DigitalBanking,promotion,0.527,positive,0,0,6032,FALSE,TRUE,485,"Pune, India"
Pranav,Axis Bank,Private,Twitter,2024-10-10T04:28:39,Axis Bank's new promo is tempting — good job,promotion,0.571,positive,2,1,11506,TRUE,TRUE,14,
Sowmya,SBI,Public,Twitter,2024-12-25T23:21:49,Possible phishing attempt related to SBI detected,fraud,-0.184,negative,2,1,6953,FALSE,TRUE,111,"Mumbai, India"
Aditi,HDFC Bank,Private,Twitter,2025-06-10T19:34:23,HDFC Bank transactions are slower during peak hours (HDFC app),speed,-0.648,negative,2,2,2732,FALSE,FALSE,,"Delhi, India"
Divya,Axis Bank,Private,Twitter,2025-06-02T18:39:54,Axis Bank payment completed instantly — smooth!,speed,-0.769,negative,1,0,18310,FALSE,TRUE,2,
Nisha,ICICI Bank,Private,Twitter,2024-07-04T02:26:31,Chatbot couldn't help me — ICICI Bank needs better support #UPI,service,-0.087,neutral,3,2,19595,FALSE,TRUE,49,"Bengaluru, India"
Lakshmi,ICICI Bank,Private,Twitter,2025-08-12T08:41:18,ICICI Bank app showing unknown beneficiary - possible fraud (iMobile),fraud,0.317,positive,4,2,12703,FALSE,TRUE,71,"Delhi, India"
Arjun,Axis Bank,Private,Twitter,2024-06-07T06:51:10,Chatbot couldn't help me — Axis Bank needs better support,service,-0.546,negative,2,1,676,TRUE,TRUE,74,"Hyderabad, India"
Sai,PNB,Public,Twitter,2024-11-17T13:46:35,PNB offered helpful service at the branch and online,service,-0.233,negative,2,2,13547,FALSE,TRUE,307,"Chennai, India"
Manish,HDFC Bank,Private,Twitter,2025-08-25T14:00:25,SBI/Banks: HDFC Bank seems inconsistent with speed,speed,-0.127,negative,3,0,12952,FALSE,FALSE,,"Bengaluru, India"
Saanvi,Bank of Baroda,Public,Twitter,2025-04-16T08:28:13,Can't complete payment on Bank of Baroda. UPI timeout happened,failure,0.02,neutral,1,1,15712,TRUE,FALSE,,"Delhi, India"
Kavya,ICICI Bank,Private,Twitter,2024-07-16T12:37:14,Possible phishing attempt related to ICICI Bank detected,fraud,0.35,positive,0,0,7012,FALSE,FALSE,,
Anjali,Bank of Baroda,Public,Twitter,2025-08-11T08:14:27,Bank of Baroda transactions are slower during peak hours #banking,speed,-0.284,negative,0,0,6509,TRUE,FALSE,,"Bengaluru, India"
Nisha,ICICI Bank,Private,Twitter,2025-03-23T23:35:26,ICICI Bank app shows error during checkout,failure,-0.202,negative,3,3,10857,FALSE,FALSE,,"Mumbai, India"
Sneha,HDFC Bank,Private,Twitter,2024-10-21T01:15:41,HDFC Bank customer service resolved my issue quickly,service,-1,negative,4,0,18143,FALSE,FALSE,,"Hyderabad, India"
Aditya,Axis Bank,Private,Twitter,2024-12-23T04:01:59,Axis Bank app shows error during checkout #UPI,failure,-0.113,negative,1,0,15015,TRUE,TRUE,30,"Mumbai, India"
Kavya,Axis Bank,Private,Twitter,2025-04-17T15:44:54,Claimed an offer from Axis Bank and it worked seamlessly #fraudAlert,promotion,0.158,positive,2,1,18809,FALSE,TRUE,184,"Pune, India"
Sai,Bank of Baroda,Public,Twitter,2024-08-16T18:22:12,Bank of Baroda offered helpful service at the branch and online #banking,service,0.174,positive,2,2,15527,FALSE,FALSE,,"Bengaluru, India"
Saanvi,Axis Bank,Private,Twitter,2024-11-23T10:41:46,Claimed an offer from Axis Bank and it worked seamlessly (Axis Mobile),promotion,0.675,positive,0,0,9438,FALSE,FALSE,,"Bengaluru, India"
Amit,ICICI Bank,Private,Twitter,2025-01-01T00:43:32,Delay in transaction confirmation on ICICI Bank,speed,-0.338,negative,5,0,15159,TRUE,TRUE,23,"Mumbai, India"
Mahesh,SBI,Public,Twitter,2024-10-21T23:46:12,SBI app crashed while transferring funds,failure,-0.753,negative,1,2,2951,FALSE,FALSE,,"Mumbai, India"
Anjali,Bank of Baroda,Public,Twitter,2025-07-01T04:02:21,Bank of Baroda app shows error during checkout,failure,-1,negative,3,0,18840,TRUE,TRUE,11,"Chennai, India"
Ananya,HDFC Bank,Private,Twitter,2025-09-05T09:23:29,Someone tried to scam me pretending to be HDFC Bank customer care #BankDown,fraud,-0.501,negative,5,0,6382,FALSE,TRUE,48,"Chennai, India"
Kavya,SBI,Public,Twitter,2024-12-08T06:49:41,Delay in transaction confirmation on SBI #DigitalBanking (YONO),speed,0.075,neutral,2,1,17632,FALSE,FALSE,,"Pune, India"
Ishita,ICICI Bank,Private,Twitter,2025-10-31T05:05:21,ICICI Bank app crashed while transferring funds #BankDown,failure,-0.87,negative,1,0,5119,FALSE,TRUE,23,"Kolkata, India"
Shreya,Axis Bank,Private,Twitter,2025-01-30T17:12:20,Reached out to Axis Bank support on Twitter but no reply (Axis Mobile),service,0.506,positive,1,3,19267,FALSE,FALSE,,"Mumbai, India"
Karan,HDFC Bank,Private,Twitter,2024-09-12T21:59:28,"UPI failed on HDFC Bank, very frustrating",failure,-0.074,neutral,2,1,17510,TRUE,FALSE,,"Bengaluru, India"
Anjali,SBI,Public,Twitter,2024-12-11T09:31:52,SBI/Banks: SBI seems inconsistent with speed,speed,0.123,positive,2,3,8553,FALSE,FALSE,,"Bengaluru, India"
Amit,ICICI Bank,Private,Twitter,2025-10-06T16:46:41,Long IVR wait time for ICICI Bank. Very annoying,service,-0.412,negative,3,1,10838,FALSE,FALSE,,"Kolkata, India"
Vivaan,SBI,Public,Twitter,2024-08-19T01:28:19,Can't complete payment on SBI. UPI timeout happened,failure,-0.522,negative,1,0,8086,FALSE,FALSE,,"Chennai, India"
Divya,Axis Bank,Private,Twitter,2025-01-24T05:13:38,Chatbot couldn't help me — Axis Bank needs better support #fraudAlert,service,-0.289,negative,2,1,13419,TRUE,FALSE,,"Mumbai, India"
Kavya,PNB,Public,Twitter,2024-08-26T13:25:48,PNB transactions are slower during peak hours #BankDown,speed,0.332,positive,2,0,17723,TRUE,FALSE,,"Chennai, India"
Vikram,PNB,Public,Twitter,2025-08-20T01:33:07,PNB app shows error during checkout #fraudAlert,failure,-0.136,negative,1,2,3139,FALSE,FALSE,,"Kolkata, India"
Ishita,PNB,Public,Twitter,2025-06-12T20:46:02,Long IVR wait time for PNB. Very annoying,service,0.187,positive,3,1,5464,FALSE,TRUE,13,"Hyderabad, India"
Arjun,Bank of Baroda,Public,Twitter,2024-07-10T07:12:18,Bank of Baroda offered helpful service at the branch and online,service,0.077,neutral,2,1,19461,FALSE,FALSE,,"Bengaluru, India"
Divya,Bank of Baroda,Public,Twitter,2025-06-09T22:22:24,"UPI failed on Bank of Baroda, very frustrating",failure,-0.639,negative,1,1,7913,FALSE,TRUE,115,"Delhi, India"
Arjun,SBI,Public,Twitter,2025-11-10T23:21:08,Chatbot couldn't help me — SBI needs better support,service,-0.709,negative,3,2,19011,FALSE,FALSE,,"Mumbai, India"
Sneha,HDFC Bank,Private,Twitter,2025-05-25T15:11:27,HDFC Bank app showing unknown beneficiary - possible fraud #UPI,fraud,-0.358,negative,1,2,15859,TRUE,TRUE,26,"Bengaluru, India"
Priya,PNB,Public,Twitter,2025-04-15T08:37:31,Great rewards from PNB on UPI payments #DigitalBanking,promotion,0.222,positive,2,4,9529,FALSE,FALSE,,"Chennai, India"
Divya,PNB,Public,Twitter,2025-07-19T21:54:31,Transaction failed on PNB UPI — money debited but not credited #fraudAlert,failure,0.061,neutral,2,1,401,FALSE,FALSE,,"Kolkata, India"
Anjali,Axis Bank,Private,Twitter,2025-08-03T18:57:15,Claimed an offer from Axis Bank and it worked seamlessly,promotion,0.267,positive,6,1,5982,FALSE,TRUE,6,"Hyderabad, India"
Priya,ICICI Bank,Private,Twitter,2024-08-13T03:49:28,"ICICI Bank promo gave instant discount, impressive",promotion,0.144,positive,2,1,8036,FALSE,FALSE,,"Delhi, India"
Ishita,SBI,Public,Twitter,2025-10-03T20:24:48,SBI app shows error during checkout #fraudAlert,failure,-0.17,negative,4,3,18987,FALSE,FALSE,,"Pune, India"
Anjali,Axis Bank,Private,Twitter,2025-10-04T21:53:01,Axis Bank app shows error during checkout,failure,-0.358,negative,1,0,11246,FALSE,FALSE,,"Hyderabad, India"
